inquiry_id,department,inquiry_type,channel,student_type,quarter,month,day_of_week,time_slot,staff_member,wait_time_min,service_time_min,resolution,escalated,callback_required,satisfaction_score
10969,Student Business Services,Payment Plan,Phone,Undergraduate,Spring 2025,Apr,Monday,8-10 AM,Staff E,17.1,21.8,Resolved on First Contact,No,No,2.9
10970,Registrar,Graduation Check,Walk-In,Graduate,Winter 2025,Feb,Tuesday,8-10 AM,Staff D,6.6,13.9,Resolved on First Contact,No,No,4.6
10971,Student Business Services,1098-T,Virtual Appointment,Graduate,Fall 2024,Oct,Wednesday,12-2 PM,Staff C,43.2,18.9,Escalated to Department,Yes,No,2.9
10972,General Inquiry,General Question,Phone,Undergraduate,Spring 2025,Apr,Wednesday,10-12 PM,Staff A,13.3,16.3,Follow-Up Required,No,Yes,4.3
10973,Student Business Services,Account Hold,Walk-In,Undergraduate,Fall 2024,Nov,Thursday,8-10 AM,Staff B,10.2,6.8,Follow-Up Required,No,Yes,3.2
10974,Financial Aid,Work-Study,Email,Graduate,Winter 2025,Mar,Thursday,8-10 AM,Staff G,3.0,14.0,Resolved on First Contact,No,No,5.0
10975,Financial Aid,Award Letter,Walk-In,Graduate,Winter 2025,Feb,Thursday,2-4 PM,Staff G,12.8,23.6,Resolved on First Contact,No,No,4.5
10976,Financial Aid,Work-Study,Virtual Appointment,Undergraduate,Winter 2025,Jan,Thursday,2-4 PM,Staff B,20.3,27.5,Follow-Up Required,No,Yes,2.5
10977,Student Business Services,Account Hold,Walk-In,Prospective,Spring 2025,Jun,Tuesday,10-12 PM,Staff F,6.7,17.5,Follow-Up Required,No,Yes,3.0
10978,Financial Aid,FAFSA Status,Phone,Graduate,Spring 2025,Jun,Tuesday,2-4 PM,Staff F,10.5,10.2,Resolved on First Contact,No,No,5.0
10979,Registrar,Add/Drop,Walk-In,Undergraduate,Spring 2025,May,Wednesday,12-2 PM,Staff F,7.5,14.9,Resolved on First Contact,No,No,5.0
10980,Student Business Services,Refund Status,Walk-In,Undergraduate,Fall 2024,Sep,Tuesday,2-4 PM,Staff H,25.1,17.8,Referred to Another Office,No,No,2.0
10981,Registrar,Add/Drop,Email,Prospective,Fall 2024,Nov,Friday,10-12 PM,Staff G,13.2,12.3,Resolved on First Contact,No,No,4.0
10982,Admissions,Residency,Email,Undergraduate,Winter 2025,Feb,Thursday,8-10 AM,Staff F,5.9,10.0,Resolved on First Contact,No,No,4.6
10983,Financial Aid,Scholarship Inquiry,Walk-In,Prospective,Summer 2025,Aug,Monday,10-12 PM,Staff B,13.4,26.3,Resolved on First Contact,No,No,4.7
10984,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Spring 2025,May,Monday,10-12 PM,Staff H,21.7,18.0,Escalated to Department,Yes,No,3.3
10985,Student Business Services,Account Hold,Email,Graduate,Spring 2025,May,Monday,12-2 PM,Staff C,3.9,11.3,Escalated to Department,Yes,No,4.1
10986,Registrar,Graduation Check,Virtual Appointment,Undergraduate,Fall 2024,Nov,Tuesday,8-10 AM,Staff E,15.7,10.7,Resolved on First Contact,No,No,4.0
10987,Student Business Services,1098-T,Walk-In,Parent/Guardian,Winter 2025,Jan,Monday,2-4 PM,Staff C,9.4,15.5,Resolved on First Contact,No,No,4.4
10988,Registrar,Transcript Request,Phone,Parent/Guardian,Winter 2025,Feb,Wednesday,10-12 PM,Staff A,9.7,13.4,Resolved on First Contact,No,No,3.5
10989,Financial Aid,Loan Questions,Walk-In,Parent/Guardian,Fall 2024,Oct,Friday,8-10 AM,Staff H,20.1,17.6,Resolved on First Contact,No,No,3.6
10990,Admissions,Residency,Email,Undergraduate,Fall 2024,Nov,Thursday,10-12 PM,Staff B,8.7,11.9,Resolved on First Contact,No,No,2.6
10991,Admissions,Residency,Walk-In,Prospective,Summer 2025,Aug,Monday,10-12 PM,Staff H,17.6,2.0,Resolved on First Contact,No,No,3.5
10992,Student Business Services,1098-T,Walk-In,Undergraduate,Fall 2024,Oct,Tuesday,10-12 PM,Staff C,15.5,14.3,Resolved on First Contact,No,No,3.6
10993,Financial Aid,Work-Study,Email,Graduate,Fall 2024,Sep,Wednesday,12-2 PM,Staff B,29.0,15.6,Escalated to Department,Yes,No,2.4
10994,Student Business Services,1098-T,Walk-In,Undergraduate,Fall 2024,Dec,Thursday,10-12 PM,Staff G,10.0,16.4,Follow-Up Required,No,Yes,4.4
10995,Registrar,Grade Change,Phone,Graduate,Summer 2025,Aug,Friday,12-2 PM,Staff A,1.1,5.6,Escalated to Department,Yes,No,2.5
10996,Financial Aid,Award Letter,Walk-In,Parent/Guardian,Winter 2025,Mar,Friday,12-2 PM,Staff G,19.8,19.7,Resolved on First Contact,No,No,3.8
10997,General Inquiry,Department Referral,Walk-In,Undergraduate,Spring 2025,Apr,Wednesday,8-10 AM,Staff D,19.8,12.2,Referred to Another Office,No,No,4.3
10998,Financial Aid,Work-Study,Walk-In,Undergraduate,Summer 2025,Jul,Thursday,12-2 PM,Staff D,10.1,20.8,Referred to Another Office,No,No,2.7
10999,General Inquiry,General Question,Phone,Undergraduate,Fall 2024,Sep,Monday,2-4 PM,Staff D,33.6,14.9,Resolved on First Contact,No,No,4.9
11000,Registrar,Transcript Request,Walk-In,Undergraduate,Spring 2025,Apr,Wednesday,8-10 AM,Staff B,14.1,13.6,Resolved on First Contact,No,No,4.4
11001,Financial Aid,Work-Study,Phone,Undergraduate,Fall 2024,Oct,Tuesday,10-12 PM,Staff C,36.5,17.0,Escalated to Department,Yes,No,3.7
11002,Registrar,Transcript Request,Email,Prospective,Fall 2024,Oct,Wednesday,2-4 PM,Staff B,10.1,9.4,Escalated to Department,Yes,No,2.7
11003,Admissions,Transfer Credits,Email,Undergraduate,Spring 2025,May,Thursday,10-12 PM,Staff G,1.8,9.4,Referred to Another Office,No,No,3.5
11004,Student Business Services,Refund Status,Walk-In,Graduate,Spring 2025,Jun,Tuesday,10-12 PM,Staff E,9.7,21.6,Follow-Up Required,No,No,3.7
11005,Admissions,Transfer Credits,Walk-In,Undergraduate,Winter 2025,Feb,Monday,2-4 PM,Staff G,36.5,27.0,Resolved on First Contact,No,No,4.5
11006,Student Business Services,Account Hold,Walk-In,Undergraduate,Winter 2025,Feb,Monday,8-10 AM,Staff C,8.7,9.6,Resolved on First Contact,No,No,4.9
11007,Student Business Services,Account Hold,Walk-In,Undergraduate,Winter 2025,Jan,Monday,8-10 AM,Staff G,33.2,2.0,Resolved on First Contact,No,No,4.2
11008,Admissions,Residency,Walk-In,Undergraduate,Fall 2024,Oct,Monday,2-4 PM,Staff G,21.8,9.4,Escalated to Department,Yes,No,2.9
11009,Financial Aid,Loan Questions,Phone,Graduate,Fall 2024,Oct,Monday,2-4 PM,Staff A,8.7,12.3,Referred to Another Office,No,No,3.2
11010,Registrar,Graduation Check,Walk-In,Undergraduate,Fall 2024,Dec,Tuesday,10-12 PM,Staff F,15.2,16.2,Resolved on First Contact,No,No,5.0
11011,Financial Aid,Scholarship Inquiry,Walk-In,Graduate,Fall 2024,Oct,Tuesday,10-12 PM,Staff D,16.5,24.5,Follow-Up Required,No,No,3.5
11012,General Inquiry,Campus Resources,Walk-In,Undergraduate,Spring 2025,May,Friday,2-4 PM,Staff C,13.8,16.1,Resolved on First Contact,No,No,3.1
11013,General Inquiry,Department Referral,Phone,Parent/Guardian,Fall 2024,Sep,Tuesday,12-2 PM,Staff H,7.6,10.4,Resolved on First Contact,No,No,3.5
11014,Financial Aid,Loan Questions,Walk-In,Prospective,Fall 2024,Oct,Monday,10-12 PM,Staff H,30.7,20.7,Escalated to Department,Yes,No,2.5
11015,Student Business Services,Account Hold,Phone,Undergraduate,Winter 2025,Jan,Wednesday,8-10 AM,Staff H,10.3,21.1,Follow-Up Required,No,No,3.5
11016,General Inquiry,Hours/Location,Walk-In,Undergraduate,Summer 2025,Jul,Friday,10-12 PM,Staff H,26.4,15.3,Resolved on First Contact,No,No,3.8
11017,Financial Aid,Award Letter,Email,Undergraduate,Fall 2024,Oct,Thursday,2-4 PM,Staff C,12.0,15.8,Resolved on First Contact,No,No,3.2
11018,Student Business Services,Payment Plan,Email,Prospective,Fall 2024,Oct,Tuesday,2-4 PM,Staff D,8.5,10.4,Resolved on First Contact,No,No,3.9
11019,General Inquiry,Campus Resources,Walk-In,Undergraduate,Winter 2025,Feb,Wednesday,2-4 PM,Staff G,11.7,5.9,Resolved on First Contact,No,No,4.0
11020,Financial Aid,Scholarship Inquiry,Walk-In,Prospective,Spring 2025,Apr,Thursday,2-4 PM,Staff A,19.2,22.5,Resolved on First Contact,No,No,4.1
11021,Student Business Services,Refund Status,Walk-In,Undergraduate,Winter 2025,Feb,Thursday,12-2 PM,Staff B,8.2,23.5,Resolved on First Contact,No,No,3.7
11022,Financial Aid,Award Letter,Walk-In,Undergraduate,Spring 2025,May,Thursday,10-12 PM,Staff B,30.1,10.1,Follow-Up Required,No,Yes,5.0
11023,General Inquiry,General Question,Phone,Undergraduate,Summer 2025,Aug,Friday,12-2 PM,Staff G,5.0,15.8,Follow-Up Required,No,Yes,3.5
11024,General Inquiry,Campus Resources,Email,Undergraduate,Spring 2025,Jun,Friday,12-2 PM,Staff G,25.0,4.0,Follow-Up Required,No,Yes,2.9
11025,General Inquiry,Complaint,Phone,Graduate,Spring 2025,Apr,Wednesday,10-12 PM,Staff F,17.0,14.3,Escalated to Department,Yes,No,2.6
11026,Registrar,Graduation Check,Email,Undergraduate,Winter 2025,Jan,Wednesday,8-10 AM,Staff H,14.7,2.0,Referred to Another Office,No,No,4.4
11027,Admissions,Transfer Credits,Walk-In,Prospective,Fall 2024,Dec,Thursday,2-4 PM,Staff C,14.0,15.9,Escalated to Department,Yes,No,2.0
11028,Admissions,Transfer Credits,Walk-In,Prospective,Summer 2025,Jul,Thursday,10-12 PM,Staff D,12.1,14.1,Resolved on First Contact,No,No,2.9
11029,Registrar,Enrollment Verification,Email,Undergraduate,Winter 2025,Jan,Monday,10-12 PM,Staff G,17.6,12.1,Resolved on First Contact,No,No,4.3
11030,Admissions,Admission Decision,Walk-In,Undergraduate,Fall 2024,Oct,Friday,12-2 PM,Staff G,15.3,15.2,Resolved on First Contact,No,No,4.7
11031,Financial Aid,Award Letter,Phone,Undergraduate,Spring 2025,May,Monday,12-2 PM,Staff E,10.7,17.9,Follow-Up Required,No,Yes,3.7
11032,Student Business Services,1098-T,Walk-In,Graduate,Fall 2024,Nov,Wednesday,10-12 PM,Staff A,21.5,18.9,Escalated to Department,Yes,No,4.7
11033,Financial Aid,Work-Study,Walk-In,Undergraduate,Winter 2025,Jan,Friday,2-4 PM,Staff B,13.8,14.8,Follow-Up Required,No,Yes,3.4
11034,Financial Aid,Loan Questions,Virtual Appointment,Undergraduate,Winter 2025,Jan,Tuesday,10-12 PM,Staff A,9.1,19.9,Resolved on First Contact,No,No,4.1
11035,Financial Aid,Work-Study,Walk-In,Undergraduate,Winter 2025,Jan,Wednesday,8-10 AM,Staff A,9.8,14.2,Follow-Up Required,No,No,3.8
11036,Student Business Services,Refund Status,Virtual Appointment,Undergraduate,Spring 2025,Jun,Monday,10-12 PM,Staff F,2.2,18.1,Resolved on First Contact,No,No,4.6
11037,Registrar,Graduation Check,Virtual Appointment,Parent/Guardian,Fall 2024,Oct,Tuesday,12-2 PM,Staff H,22.8,11.0,Referred to Another Office,No,No,3.3
11038,Student Business Services,Account Hold,Email,Prospective,Winter 2025,Mar,Monday,2-4 PM,Staff A,14.7,13.4,Escalated to Department,Yes,No,3.4
11039,Financial Aid,FAFSA Status,Phone,Undergraduate,Winter 2025,Feb,Tuesday,2-4 PM,Staff D,0.1,15.6,Escalated to Department,Yes,No,2.8
11040,Registrar,Add/Drop,Phone,Graduate,Spring 2025,Jun,Tuesday,2-4 PM,Staff F,16.3,10.7,Resolved on First Contact,No,No,4.9
11041,Registrar,Grade Change,Email,Parent/Guardian,Spring 2025,May,Friday,8-10 AM,Staff G,0.2,6.9,Resolved on First Contact,No,No,5.0
11042,Admissions,Transfer Credits,Walk-In,Undergraduate,Winter 2025,Jan,Friday,8-10 AM,Staff D,12.9,5.3,Resolved on First Contact,No,No,3.9
11043,Registrar,Transcript Request,Phone,Graduate,Spring 2025,Apr,Monday,12-2 PM,Staff F,0.6,16.3,Resolved on First Contact,No,No,4.6
11044,Student Business Services,Refund Status,Phone,Undergraduate,Fall 2024,Dec,Thursday,10-12 PM,Staff D,31.7,15.2,Resolved on First Contact,No,No,5.0
11045,Admissions,Application Status,Walk-In,Graduate,Summer 2025,Jul,Monday,2-4 PM,Staff F,33.7,5.6,Referred to Another Office,No,No,2.8
11046,Student Business Services,Refund Status,Walk-In,Graduate,Winter 2025,Mar,Monday,12-2 PM,Staff F,12.6,12.3,Resolved on First Contact,No,No,4.5
11047,Financial Aid,Work-Study,Walk-In,Parent/Guardian,Spring 2025,Jun,Monday,2-4 PM,Staff C,9.0,14.0,Resolved on First Contact,No,No,4.4
11048,Financial Aid,Work-Study,Phone,Undergraduate,Fall 2024,Nov,Friday,10-12 PM,Staff D,9.7,19.0,Resolved on First Contact,No,No,5.0
11049,Admissions,Orientation,Email,Prospective,Fall 2024,Sep,Friday,10-12 PM,Staff C,18.5,7.0,Resolved on First Contact,No,No,5.0
11050,Financial Aid,Loan Questions,Walk-In,Undergraduate,Winter 2025,Feb,Monday,10-12 PM,Staff G,7.0,21.5,Referred to Another Office,No,No,4.4
11051,Admissions,Orientation,Virtual Appointment,Undergraduate,Summer 2025,Jul,Monday,10-12 PM,Staff H,4.7,6.0,Resolved on First Contact,No,No,5.0
11052,Registrar,Graduation Check,Phone,Parent/Guardian,Winter 2025,Jan,Tuesday,12-2 PM,Staff H,13.7,14.2,Referred to Another Office,No,No,3.8
11053,General Inquiry,Hours/Location,Email,Prospective,Summer 2025,Aug,Wednesday,10-12 PM,Staff F,4.0,9.8,Resolved on First Contact,No,No,1.0
11054,Admissions,Orientation,Phone,Undergraduate,Winter 2025,Feb,Wednesday,10-12 PM,Staff H,0.3,9.9,Referred to Another Office,No,No,3.7
11055,General Inquiry,General Question,Email,Graduate,Winter 2025,Feb,Tuesday,10-12 PM,Staff B,5.7,9.3,Resolved on First Contact,No,No,3.9
11056,Registrar,Graduation Check,Walk-In,Undergraduate,Fall 2024,Oct,Thursday,8-10 AM,Staff F,19.7,11.8,Follow-Up Required,No,No,5.0
11057,Admissions,Admission Decision,Email,Undergraduate,Spring 2025,Apr,Tuesday,10-12 PM,Staff B,30.1,14.0,Resolved on First Contact,No,No,3.8
11058,Registrar,Graduation Check,Walk-In,Graduate,Fall 2024,Dec,Friday,10-12 PM,Staff B,9.3,12.4,Follow-Up Required,No,Yes,4.9
11059,Registrar,Transcript Request,Email,Graduate,Summer 2025,Jul,Thursday,8-10 AM,Staff B,6.2,13.7,Follow-Up Required,No,Yes,4.4
11060,Student Business Services,Account Hold,Virtual Appointment,Undergraduate,Summer 2025,Aug,Wednesday,10-12 PM,Staff B,4.8,19.2,Resolved on First Contact,No,No,4.8
11061,Admissions,Orientation,Walk-In,Graduate,Summer 2025,Jul,Thursday,10-12 PM,Staff H,7.2,5.8,Resolved on First Contact,No,No,4.6
11062,General Inquiry,Hours/Location,Walk-In,Undergraduate,Winter 2025,Feb,Thursday,10-12 PM,Staff D,13.1,11.6,Referred to Another Office,No,No,4.0
11063,Admissions,Orientation,Email,Undergraduate,Spring 2025,Jun,Tuesday,8-10 AM,Staff E,1.4,12.2,Resolved on First Contact,No,No,5.0
11064,Registrar,Enrollment Verification,Walk-In,Undergraduate,Spring 2025,Jun,Tuesday,10-12 PM,Staff D,7.7,13.2,Referred to Another Office,No,No,3.6
11065,Registrar,Add/Drop,Email,Parent/Guardian,Fall 2024,Dec,Friday,12-2 PM,Staff G,16.2,8.4,Follow-Up Required,No,Yes,3.5
11066,Student Business Services,Account Hold,Walk-In,Prospective,Spring 2025,Apr,Monday,12-2 PM,Staff E,9.9,15.7,Resolved on First Contact,No,No,4.6
11067,Financial Aid,Loan Questions,Walk-In,Undergraduate,Fall 2024,Sep,Monday,2-4 PM,Staff D,45.0,20.0,Resolved on First Contact,No,No,4.1
11068,Financial Aid,Loan Questions,Virtual Appointment,Undergraduate,Winter 2025,Jan,Wednesday,10-12 PM,Staff G,6.9,15.1,Referred to Another Office,No,No,3.6
11069,Registrar,Grade Change,Phone,Graduate,Fall 2024,Nov,Thursday,10-12 PM,Staff H,9.0,10.6,Follow-Up Required,No,Yes,5.0
11070,Financial Aid,Work-Study,Email,Graduate,Fall 2024,Dec,Thursday,2-4 PM,Staff B,6.9,17.2,Resolved on First Contact,No,No,4.9
11071,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Winter 2025,Mar,Friday,10-12 PM,Staff A,7.2,18.0,Follow-Up Required,No,Yes,3.4
11072,Financial Aid,Scholarship Inquiry,Phone,Undergraduate,Winter 2025,Mar,Wednesday,12-2 PM,Staff F,20.4,16.1,Resolved on First Contact,No,No,4.4
11073,Financial Aid,Scholarship Inquiry,Phone,Parent/Guardian,Spring 2025,May,Monday,10-12 PM,Staff E,11.1,17.2,Escalated to Department,Yes,No,2.7
11074,Financial Aid,Award Letter,Phone,Graduate,Fall 2024,Dec,Wednesday,10-12 PM,Staff A,7.2,19.6,Resolved on First Contact,No,No,3.4
11075,General Inquiry,Complaint,Phone,Undergraduate,Winter 2025,Feb,Thursday,12-2 PM,Staff B,9.6,11.9,Resolved on First Contact,No,No,4.9
11076,Registrar,Enrollment Verification,Phone,Graduate,Fall 2024,Sep,Monday,8-10 AM,Staff E,34.0,12.8,Resolved on First Contact,No,No,3.2
11077,Registrar,Enrollment Verification,Walk-In,Undergraduate,Winter 2025,Mar,Monday,10-12 PM,Staff A,5.6,3.4,Resolved on First Contact,No,No,4.3
11078,Student Business Services,1098-T,Walk-In,Undergraduate,Spring 2025,Apr,Monday,10-12 PM,Staff D,7.5,16.2,Resolved on First Contact,No,No,3.5
11079,Financial Aid,Award Letter,Email,Parent/Guardian,Winter 2025,Mar,Wednesday,10-12 PM,Staff G,1.8,12.4,Follow-Up Required,No,Yes,3.9
11080,General Inquiry,Complaint,Walk-In,Undergraduate,Spring 2025,Apr,Friday,10-12 PM,Staff B,21.3,16.6,Escalated to Department,Yes,No,2.8
11081,Admissions,Orientation,Phone,Undergraduate,Fall 2024,Oct,Thursday,12-2 PM,Staff D,5.6,11.7,Follow-Up Required,No,Yes,3.7
11082,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Spring 2025,Jun,Friday,12-2 PM,Staff D,7.9,24.4,Resolved on First Contact,No,No,5.0
11083,Registrar,Enrollment Verification,Phone,Prospective,Winter 2025,Feb,Monday,12-2 PM,Staff B,6.3,15.1,Follow-Up Required,No,Yes,4.8
11084,Admissions,Residency,Email,Prospective,Winter 2025,Mar,Friday,10-12 PM,Staff E,7.8,4.3,Referred to Another Office,No,No,3.7
11085,General Inquiry,Campus Resources,Walk-In,Undergraduate,Spring 2025,Apr,Thursday,2-4 PM,Staff F,18.2,5.8,Resolved on First Contact,No,No,4.1
11086,Registrar,Enrollment Verification,Walk-In,Graduate,Fall 2024,Nov,Tuesday,12-2 PM,Staff C,13.2,11.6,Resolved on First Contact,No,No,3.7
11087,Student Business Services,Refund Status,Walk-In,Undergraduate,Spring 2025,May,Friday,10-12 PM,Staff C,11.1,15.1,Resolved on First Contact,No,No,3.5
11088,Financial Aid,Work-Study,Phone,Undergraduate,Spring 2025,Jun,Tuesday,2-4 PM,Staff F,26.9,8.5,Resolved on First Contact,No,No,3.8
11089,General Inquiry,Campus Resources,Email,Graduate,Fall 2024,Sep,Friday,12-2 PM,Staff H,9.8,7.7,Resolved on First Contact,No,No,5.0
11090,Financial Aid,FAFSA Status,Walk-In,Undergraduate,Fall 2024,Nov,Friday,12-2 PM,Staff B,11.3,15.4,Escalated to Department,Yes,No,1.0
11091,General Inquiry,General Question,Email,Parent/Guardian,Fall 2024,Oct,Thursday,8-10 AM,Staff C,13.9,9.0,Escalated to Department,Yes,No,4.3
11092,Student Business Services,Refund Status,Walk-In,Graduate,Summer 2025,Jul,Wednesday,10-12 PM,Staff F,16.8,25.1,Resolved on First Contact,No,No,5.0
11093,Student Business Services,Payment Plan,Phone,Undergraduate,Spring 2025,May,Monday,2-4 PM,Staff A,4.3,6.7,Escalated to Department,Yes,No,2.1
11094,Registrar,Enrollment Verification,Virtual Appointment,Graduate,Fall 2024,Nov,Wednesday,10-12 PM,Staff F,5.9,16.7,Resolved on First Contact,No,No,4.3
11095,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Winter 2025,Feb,Tuesday,12-2 PM,Staff H,17.1,19.4,Resolved on First Contact,No,No,4.0
11096,Financial Aid,Scholarship Inquiry,Phone,Graduate,Winter 2025,Mar,Thursday,12-2 PM,Staff E,8.9,14.5,Follow-Up Required,No,Yes,3.7
11097,Financial Aid,Work-Study,Walk-In,Undergraduate,Spring 2025,Apr,Thursday,2-4 PM,Staff G,21.7,17.1,Resolved on First Contact,No,No,4.1
11098,Financial Aid,Award Letter,Walk-In,Undergraduate,Fall 2024,Dec,Friday,10-12 PM,Staff F,23.9,21.6,Resolved on First Contact,No,No,4.2
11099,Admissions,Residency,Walk-In,Graduate,Fall 2024,Oct,Monday,12-2 PM,Staff D,10.8,12.6,Follow-Up Required,No,Yes,2.7
11100,Registrar,Graduation Check,Walk-In,Prospective,Summer 2025,Aug,Thursday,8-10 AM,Staff D,19.3,2.3,Escalated to Department,Yes,No,4.8
11101,Financial Aid,Scholarship Inquiry,Phone,Undergraduate,Fall 2024,Dec,Friday,12-2 PM,Staff G,5.5,18.8,Follow-Up Required,No,No,3.4
11102,General Inquiry,Campus Resources,Walk-In,Undergraduate,Fall 2024,Nov,Thursday,12-2 PM,Staff B,24.9,15.6,Resolved on First Contact,No,No,5.0
11103,Admissions,Transfer Credits,Phone,Undergraduate,Summer 2025,Aug,Monday,8-10 AM,Staff D,11.8,9.9,Resolved on First Contact,No,No,3.5
11104,General Inquiry,General Question,Walk-In,Undergraduate,Spring 2025,May,Monday,12-2 PM,Staff A,11.7,16.3,Resolved on First Contact,No,No,3.5
11105,General Inquiry,Hours/Location,Walk-In,Undergraduate,Fall 2024,Sep,Monday,10-12 PM,Staff F,20.2,16.7,Resolved on First Contact,No,No,4.2
11106,Financial Aid,Work-Study,Phone,Graduate,Fall 2024,Nov,Thursday,8-10 AM,Staff G,4.9,23.5,Escalated to Department,Yes,No,4.5
11107,Registrar,Enrollment Verification,Virtual Appointment,Undergraduate,Fall 2024,Dec,Thursday,10-12 PM,Staff A,4.3,17.0,Follow-Up Required,No,Yes,5.0
11108,Admissions,Application Status,Walk-In,Parent/Guardian,Fall 2024,Nov,Friday,8-10 AM,Staff B,12.2,24.7,Follow-Up Required,No,No,3.0
11109,Student Business Services,1098-T,Email,Undergraduate,Summer 2025,Jul,Tuesday,10-12 PM,Staff D,13.8,16.8,Escalated to Department,Yes,No,3.2
11110,Financial Aid,Award Letter,Phone,Prospective,Winter 2025,Jan,Tuesday,10-12 PM,Staff G,8.0,17.8,Resolved on First Contact,No,No,5.0
11111,Admissions,Application Status,Phone,Undergraduate,Spring 2025,Jun,Thursday,12-2 PM,Staff C,2.0,16.0,Follow-Up Required,No,Yes,3.8
11112,Financial Aid,Loan Questions,Phone,Prospective,Summer 2025,Jul,Friday,12-2 PM,Staff F,14.4,17.7,Resolved on First Contact,No,No,5.0
11113,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Winter 2025,Jan,Friday,12-2 PM,Staff C,10.1,15.8,Resolved on First Contact,No,No,2.8
11114,Registrar,Transcript Request,Walk-In,Prospective,Fall 2024,Sep,Thursday,8-10 AM,Staff E,25.5,6.8,Resolved on First Contact,No,No,2.6
11115,Student Business Services,Account Hold,Phone,Undergraduate,Winter 2025,Mar,Wednesday,2-4 PM,Staff B,4.8,14.4,Referred to Another Office,No,No,4.9
11116,Student Business Services,Refund Status,Walk-In,Undergraduate,Summer 2025,Jul,Thursday,12-2 PM,Staff E,10.0,19.5,Resolved on First Contact,No,No,4.2
11117,Financial Aid,FAFSA Status,Virtual Appointment,Undergraduate,Spring 2025,May,Friday,8-10 AM,Staff C,2.5,13.0,Resolved on First Contact,No,No,5.0
11118,Admissions,Orientation,Walk-In,Undergraduate,Fall 2024,Dec,Wednesday,2-4 PM,Staff C,27.4,14.1,Follow-Up Required,No,No,2.9
